Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,IN BLACKGRAM REDDISH SPOT ON LEAVES,RECOMMENDED TO SPRAY ACEPHATE 15GRLITRE
1324,EAST GODAVARI,2,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CROP ROTATION,RECOMMENDED TO SPRAY PLANOPHIX 25ML10 L WATER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT STEMBORER IN PADDY,RECOMMENDED FOR THE APPLICATION OF DICHLOROVAS 1 MLLTR
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT SEED ATY FOR SOWINGAC IN REDGRAM,RECOMMENDED VARIETIES ARE LGG-407410460 WGG-37
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT FRUIT DROP IN MANGO,RECOMMENDED TO SPRAY TRYCYLOZOLE06GRAMSLITER
1324,EAST GODAVARI,Soil Testing,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT LEAF HOPPER BORN IN PADDY,RECOMMENDED TO SPRAY THIRAM 3GMKG SEED
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT TEAK DETAILS,RECOMMENDEDV TO SPRAY TRYCYCLOZOLE06GRAMSLITER
1137,EAST GODAVARI,2,RABI,AGRICULTURE,ANDHRA PRADESH,DRYING TIPS OF ONION LEAVES,RECOMMENDED TO SPRAY BEAM 120GR200 LITRES
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,SOOTY MOLD IN CITRUS,GIVEN PHONE NO 040 24001706
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,MANGO FRUIT PEST ATTACK,INFORMED AS PER THE PROVIDED REPORTS
1075,EAST GODAVARI,6,RABI,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT BLACK GRAM VARIETIES,INFORMED THAT IT IS RS 74OQUINTAL
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,MOSAIC IN COLACASIA,RECOMMENDED TO SPRAY PENDIMETHALINE 13-16 LITRESACRE
1137,EAST GODAVARI,6,RABI,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE BPH IN PADDY,GIVEN MARKET INFORMATION 850RSQUITOL
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASK ABOUT GREENGRAM VARITY,INFORMED AS PER THE REPORTS PROVIDED
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT RABBITS DETAILS,RECOMMENDED TO SUPPLY THE WATER WITH BLEACHING POWDER 25GRLITRE
Ber,EAST GODAVARI,29,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT WILTING OF CITRUS,RECOMMENDED FOR THE APPLICATION OF QUINOLPHAS 2MLLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF MOSAIC IN BLACK GRAM,ROOT FEEDING TECHNIQUE:10ML MONOCROTOPHOS10ML WATER APPLY TO ROOT WITH SLANT CUT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT ADDRESS FOR APICULTURE STATION WHICH IS LOCATED AT VIJAYARAYI WEST GODAVARI DIST,RECOMMANDED TO SPRAY ACPHATE2MLLIT WATER
1037,EAST GODAVARI,5,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OFR BPH IN MANGO,RECOMMANDED VARITY LGG-407410
1037,EAST GODAVARI,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE PRACTICES FOR INCREASING THE GROWTH HABIT,CHLOROPYRIPHOS 15MLLT OF WATER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT VARIETIES OF TOMOTO,ESC TO ATIC
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF APHIDS ON MAIZE,RECOMMANDED SPRAY ACEPHATE15GRLTR OF WATER APPLY
Tomato,EAST GODAVARI,5,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABO9UT THE VARIETIES,RECOMMANDED VARIETIES ARKA VIKAS
Lemon,EAST GODAVARI,29,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT VARIETIES WHICH ARE RESISTANT FOR GALL MIDGE DAMAGE,RECOMMANDED TO APPLY BORAX POWDER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE INFORMATION ABOUT IIHRBANGALORE,ESC TO FARM IMPLEMENTS
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF CITRUS GUMMOSIS,SPRAY QUINOLPHOS 2MLLT OF WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE VERIETIES,ESC TO FARM IMPLEMENTS SECTION
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,FARMER WANTS TO KNOW WEED CONTROL IN BRINJAL,ESC TO ATIC
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE SEED TREATMENT IN PADDY,INFORMED AS PER THE REPORTS PROVIDED
1279,EAST GODAVARI,29,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT SEED RATE FOR PADDY,RECOMMENDED TO SPRAY CARBARIL 3GM1L WATER
Citrus,EAST GODAVARI,2,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE INFORMATION ON AVAILABILITY FARM IMPLEMENTS,RECOMMENDED TO SPRAY PLANOFIX 25ML10 L WATER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTYROLOF BAG WORM,ESC TO AH
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF RED HORNED BEETLE,ESC TO ATIC
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR HERBICIDE,RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE 2 GMLTR
Citrus,EAST GODAVARI,2,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE SOWING SEASON FOR KARPURA CHEKKARA KELI VARIETY,RECOMMENDED TO SPRAY PLANOPHIX 25ML10L WATER
1279,EAST GODAVARI,29,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT VARITIES OF MAIZE,RECOMMENDED TO SPRAY ENDOSULKPHAN2MLLITER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WEEDS IN 20 DAYS AGE OF CROP,ESC TO MANAGE
1279,EAST GODAVARI,29,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT TH3 SEED TREATEMENT,RECOMMENDED TO SPRAY ENDOSULPHAN2MLLITER
Saffron,EAST GODAVARI,6,RABI,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE AVAILABILITY OF TURKEY BIRDS,INFORMED HIM AS PER THE REPORTS PROVIDED
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR TERMITES,RECOMMENDED TO SPRAY APPLAUD1LITER3ACRES
1037,EAST GODAVARI,3,RABI,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE SUBSIDIES AVAILABLE IN POULTRY,RECOMMENDED TO SPRAY ENDOSULPHAN2MLLITER
1037,EAST GODAVARI,3,RABI,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR CASE WORM,RECOMMENDED TO SPRAY ENDOSULPHAN2MLLITER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE MARKETING OF PADDY DRUM SEEDER,RECOMMENDED TO CHOOSE MALINI OR SURAVI OR SURUCHI
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF STEM BORER IN MANGO,INFORMED AS PER THE REPORTS PROVIDED
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKD ABOUT VARITIES OF BHENDI,RECOMMENDED TO SPRAY PLANOPHIX 1 ML5 LTR
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF DRYING OF LEAVES,ESC TO DRR
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT WEED MANAGEMENT IN PADDY,SUGGESTED TO GROW MTU-1061PLA-1100
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT WEATHER CONDITION,GIVEN THE INFORMATIPON AS PER PROVIDED
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKEDABOUT CONTROL FOR WEEDS,RECOMMENDED TO SPRAY PENDIMETHALINE 13-16 LITREACRE
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT VARIEITES,RECOMMENDED TO CONTACT LOCAL DISTRICS JDA
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SYEM BORER,GIVEN INFORMATION Rs 730QUIN
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUR WEATHER REPORT,RECOMMENDED TO APPLY 870GR UREA 1250GR SSP 667GR MOP 125GR MgSO4
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL BLAST,RECOMMENDED TO SPRAY PROFENOPHOS 2MLLITRE
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF STEM BORER IN MANGO,RECOMMENDED TO SPRAY COPPEROXYCHLORIDE AND MONOCROTOPHAS
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR SUCKING PEST DAMAGE,RECOMMENDED VARITIES SAFEDKOHIR
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED FOR WRITTEN MATTER ON CULTIVATION OF TEAK,RECOMMENDED TO SPRAY ROGOR 2MLLITRE
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED FOR THE FERTILIZER DOSAGE IN PADDY MAIN FIELD PREPARATION,RECOMMENDED TO CHOOSE MTU VARIETIES
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED FOR THE RECLAMATION OF ZINC DEFICIENCY IN PADDY,ESC TO DOM
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED FOR THE AVAILABLE HYBRIDS FOR BHENDI CROP,ESC TO MANAGE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,FERTILIZER APPLICATION IN PADDY MAIN FIELD,RECOMMENDED TO CHOOSE NLR- 28600 OR 33365 OR 28523 OR IMPROVED SONAMASOORI
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF RICE STEM BORER,SUGGESTED TO APPLY POTASH AT REQUIRED QUANTITY
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONREOL OF FRUIT DROPPING,RECOMMENDED TO TREAT THE SEED WITH CARBENDAZIM 25GRSEED
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL FOR THRIPS,GIVEN TO NO 9490490304
1137,EAST GODAVARI,5,JAYAD,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF CITRUS BUTTERFLY,RECOMMENDED VARITIES ARE IMPROVED SONAMASOORI
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF ZINC DIFICENCY,RECOMMENDED TO SPRAY CHLORPYRIPOS 25MLLITRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF FLOWER DROPING,RECOMMENDED TO CHOOSE IMPROVED SAMBAMASOORI OR BPT-4358
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,CONTROL OF STEM ROT IN POINTED GOURD,SEED TREATMENT WITH RAIZOBIUM
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF LEAF HOPPER,RECOMMENDED TO SPRAY BLITOX 3GMLTR AND TO APPLY POTASH
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL FOR SHEATH BLIGHT,INFORMED AS PER THE REPORTS PROVIDED
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF HOPPERS,RECOMMENDED TO TREAT THE SEED WITH CARBENDAZIM 25GRKG SEED
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SIGATOKA LEAF SPOT DISEASE,SUGGESTED TO SPRAY CARATHANE1mllit OR BALATANE1glit OF WATER
1137,EAST GODAVARI,2,JAYAD,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF TOBACCO CATER PILLAR,RECOMMENDED TO SPRAY TREICYCLOZOLE 06GMLT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF STRIPED MEALY BUG IN COTTON,RECOMMENDED TO SPRAY ROGOR 2MLLITRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE REMEDY FOR Zn DEFFICIENCY,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE COC 3GM1 LETER WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BORON DEFECIENCY,RECOMMENDED TO SPRAY CHLOROTHALANIL 2MLLITRE AND APPLY BOTTOM OF THE STEM WITH BORDO PASTE 1
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE PAPAYA VARIETIES,RECOMMENDED TO TREAT THE SEEDS WITH MANCOZEB 4GMKG SEED
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF FRUIT BORER,RECOMMENDED ANSWER GIVEN AS PER DATA
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF FRUIT DROPINGG,RECOMMENDED TO APPLY 110GR UREA 50GR P 80GR MOP
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTRL OF STEM BORER,SUGGETED TO APPLY 250g UREA500g SSP AND 850g MOP
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE INFORMATION ON MUSHROOMS ASKED ABOUT THE INFORMATION ON MUSHROOMS,RECOMMENDED TO SPRAY BENTHIOCARP 2LITACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF LEAF FOLDER,RECOMMENDED TO CHOOSE PKM-1 OR JAFNA
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTORL OF GUNDHI BUG,RECOMMENDED TO SPRAY BENTHIOCARP 15-2LIT ACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF LEAF MITE,RECOMMENDED TO SPRAY ALACHLOR 501litacre
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BLACK SPOTS,RECOMMENDED TO APPLY 16-20KGS SEED PER ACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE FERTILIZERS,RECOMMENDED TO SPRAY POTASH AND BLITOX 3 GMLTR
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF SEED GERMINATION IN HARVESTEDED TIME,ESC TO COA
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT GRASS VARITIES,RECOMMENDED TO SPRAY BENTHIOCARP 15-2 LIT200LIT WATERACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GRAMCATERPILLAR,REOMMENDED VARITY LAMHYBRID-1
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT RED SANDAL PLANTIG TIME,RECOMMENDED TO SPRAY BENTHIOCORP 15-2LITRESACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,INFORMED AS THE DETAILS AVILABLE,ESC TO COA
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE INFORMATION ON  POULTRY,RECOMMENDED TO SPRAY CARBENDAZIKM 1GM1LT WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF STEM BORER IN TOBACCO,ASWER GIVEN AS PER DATA
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF CLIMBING CUTWORM,RECOMMENDED TO SPRAY BENTHIOCORP 15-2 LITACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF CANE FLY,RECOMMENDED FOR THE APPLICATION OF PENDIMITHALIN 15 LTRACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF EARLYBLIGHT,RECOMMENDED TO SPRAY 24-D SODIUM SALT 25MLLT WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GHUNDHY BUG,RECOMMENDED TO SPRAY CARBOFURA GRANULES 10KGACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF CHOANEPHORA BLIGHT,RECOMMENDED TO SPRAY GLYPHOCYTE 8MLLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF RATS,RECOMMENDED FOR THE APPLICATION OF COPPER OXY CHLORIDE 3 GMLTR
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GRAM CATERPILLAR,RECOMMENDED FOR THE APPLICATION OF CARTAPHYDROCHLORIDE 3GMLTR
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF THRIPS,INFORMED HIM AS PER THE REPORTS PROVIDED
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE VARIETIES TO GROW IN DEC,RECOMMENDED TO SPRAY PENDIMITHALINE 15 LTRACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF THRIPS IN CHILLI,RECOMMENDED TO APPLY BORDO PASTE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SIGATOKA DISEASE,RECOMMENDED TO SPRAY ACEPHATE 15 GMLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF SEED GERMINATION IN HARVESTED TIME,ESC TO ATIC
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF DIE-BACK DISEASE,RECOMMENDED FOR THE APPLICATION 0F PLANOPHIX 1 ML5LTR
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF BLAST,RECOMMENDED TO SPRAY PLANOFIX 25ML10 LT WATER
1075,EAST GODAVARI,6,JAYAD,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BROWNSPOT,INFORMED THAT IT IS Rs- 800QUINTOL THIS IS AS PER THE REPORTS PROVIDED TO US
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE WEATHER REPORT OF ELURU,RECOMMENDED TO SPRAY CARTOP HYDROCHLORIDE 2GRLITRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF ALTERNERIA BLIGHT,RECOMMENDED TO SPRAY ACEPHATE 15GRLITRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT FERTILIZER DOSAGE,RECOMMENDED TO SPRAY ACEPHATE  15glit OF WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF WHITE FLY,RECOMMENDED FOR THE APPLICATION OF 24-DF 1800GMGRAMOXONE 1LTRACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT FERTILIZER DOSAGE IN NURSARY,RECOMMENDED FOR THE APPLICATION OF BLITOX 3 GMLTR
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF LEAF BLIGHT,INFORMED THAT THE SKY WOULD BE PARTLY CLOUDY BUT THERE IS NO FORECAST OF DOWNPORE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,var of wheat,SUGGESTED SPRAYING OF 2 4 D  SODIUM SALT  400 ML PER ACRE OF CROP
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE COTROL OF WILT DISEASE IN LADY FINGER,GIVEN CONTACT NO 25240235   OF UNITED INDIA INSURANCE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT WATER MANAGEMENT IN BLACK GRAM,SUGGESTED TO APPLY 10KG UREA 30KG DAP 30KG MOP PER ACRE AT  LAST PUDDLING
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE PHONE NUMBERS OF VETERNIRY COLLEGE OF SCENCES HYDERABAD,RECOMMENDED TO SPRAY CHLORIPYRIPHOS2MLLIT
Banana,EAST GODAVARI,5,JAYAD,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF CHARCOAL ROT IN MAIZE,VARIETY SUGGESTED IS TELLACHEKARAKELLI
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF LEAF SPOT IN BLACKGRAM,RECOMMENDED TO SPRAY ACEPHATE  15glit OF WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUTTHE CONTROL OF THRIPS IN CHILLI,RECOMMENDED FOR THE APPLICATION OF PROPICONOZOLE 2 MLLTR
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF FUSARIUM WILT,RECOMMENDED TO SPRAY CARBARYL 3GMKG SEED
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT WEEDICIDE,RECOMMENDED TO SPRAY PENDIMETHALIN  15LACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR WHITEFLY DAMAGE,RECOMMENDED TO SPRAY PENDIMETHALIN  15LACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF THRIPS IN CHILLY,RECOMMENDED FOR THE APPLICATION OF MONOCROTAPHOS 22MLLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR LEAFSPOT,RECOMENDED TO SPRAY CHLOROPYRIPHOS25MLLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WEEDS IN MAIZE,RECOMMENDED FOR THE APPLICATION OF DIMETHOATE 2MLLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR BLACKEING OF BRANCHES,INFORMED TO THAT DOSAGE IS N 32KGP 24KGK 16-20 KGACRE
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUTH THE VARIETIES RESISTANT TO YELLOW MOSAIC,RECOMMENDED TO SPRAY CHLORIPYRIPHOS  25mllit OF WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WHITE FLIES,RECOMMENDED FOR THE APPLICATION OF CARTAPHYDROCHLORIDE 2GMLTR
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF FLOWER DROP IN MANGO,RECOMMENDED TO SPRAY CHLOROPYRIPHOS 2MLLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED WHETHER HE CQAN SPRAY ENDOSULPHAN AND ZINCSULPHATE AT A TIME,INFORMED TO APPLY 30G UREA 30G MOPPLANT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF POWDERY MILDEW IN BLACKGRAM,RECOMENDED FOR THE APPLICATION OF PARAQUOT 40ML10LIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR ZINC DEFICIENCY,RECOMMENDED TO SPRAY PROPHENOPHIS2mllit OF WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL WEEDS,RECOMENDED FOR THE APPLICATION OF CHLORIPYRIPHOS 2MLLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUTR THE CONTROL OF FLOWER DROP,SUGGESTED TO TREAT THE SEED WITH THIRAM OR CAPTON  3gkg SEED
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT VARIETIES FOR HORSEGRAM,RECOMMENDED TO SPRAY TRICYCLOZOLE  05glit OF WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF REDDENNING OF THE LEAVES,GIVEN THE WEATHER REPORT TO THE FARMER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE SOWING SEASON OF WATER MELON,RECOMENDED TO SPRAY CARBORYL 25KGHA
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE FERTILISER RECOMMENDATION IN MAIZE,RECOMENDED FOR THE APPLICATON PROPICHONAZAL 1MLLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR HELICOVERPA DAMEGE,RECOMMENDED TO SPRAY MONOCROTOPHOS  2mllit OF WATER
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE FERTILISER RECOMMENDATION,RECOMENDED TO SPRAY MONOCROTOPHOS 22MLLIT
9999,EAST GODAVARI,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF YELLOW STEM BORER IN PADDY,RECOMMENDED TO SPRAY TRICYCLOZOLE  06glit OF WATER
